area_sqft,bedrooms,bathrooms,age_years,floors,garage_spaces,has_pool,has_garden,location,price
3522,3,3,22,1,0,0,0,Suburbs,389770
3871,3,1,11,3,0,0,1,Downtown,719836
3330,6,3,33,2,0,0,0,Suburbs,360353
542,4,2,35,3,1,1,0,Downtown,152030
1443,4,4,36,3,2,1,0,Suburbs,209135
2890,4,2,2,1,1,0,1,Midtown,421726
3045,6,1,8,2,1,1,0,Midtown,431871
2911,3,4,17,1,0,1,1,Midtown,405434
1504,4,3,42,3,2,0,1,Midtown,213610
520,1,3,34,1,2,1,0,Downtown,110741
906,5,3,33,1,0,1,0,Suburbs,109709
1514,5,4,40,1,2,0,1,Midtown,210381
4931,2,2,13,1,0,0,0,Downtown,852585
2338,2,4,3,3,1,0,0,Suburbs,264712
3688,6,4,28,3,1,0,1,Downtown,706673
1214,6,1,40,2,0,1,0,Midtown,180129
4646,5,4,44,1,1,0,0,Rural,344756
4354,1,3,49,1,1,1,0,Downtown,696909
4919,3,2,14,2,0,1,0,Midtown,625057
640,3,2,27,1,1,0,1,Uptown,135464
1463,6,2,41,2,2,0,1,Suburbs,162786
872,1,3,15,3,1,0,1,Midtown,157925
4135,6,3,11,2,0,0,1,Uptown,669520
3041,3,3,4,1,2,0,0,Downtown,604840
4110,6,3,33,2,2,0,0,Downtown,755296
2192,4,3,41,3,1,0,0,Uptown,323027
605,6,4,0,1,2,1,0,Uptown,193822
2181,5,3,38,3,0,0,1,Suburbs,250540
4597,6,3,31,3,2,0,1,Downtown,856919
4516,5,3,25,2,1,0,0,Uptown,701512
3136,1,3,16,3,1,1,0,Rural,260283
2637,3,2,47,1,2,0,0,Rural,160852
3916,2,3,26,3,0,0,0,Uptown,581803
4945,2,4,23,3,0,1,0,Suburbs,549953
4030,3,4,34,2,1,0,1,Downtown,721601
1786,2,4,45,3,1,0,1,Rural,112496
3679,6,1,41,2,0,0,1,Uptown,562090
4154,1,2,38,2,2,1,0,Uptown,613006
2859,1,3,25,1,2,0,0,Midtown,358913
944,3,1,48,1,2,0,1,Uptown,106900
535,2,3,37,1,2,0,1,Suburbs,72301
1975,6,1,22,1,0,1,1,Rural,149941
4457,1,1,21,2,1,0,1,Midtown,531617
2298,1,4,3,3,1,0,1,Rural,220154
2345,4,4,48,1,2,1,1,Rural,199268
1908,4,1,8,1,0,0,0,Suburbs,225338
2208,1,4,3,1,0,1,1,Uptown,407107
3438,3,1,6,3,2,1,0,Suburbs,425373
1800,5,2,22,1,2,1,0,Uptown,340168
1743,5,4,1,3,2,0,1,Midtown,307398
4476,6,4,48,2,1,0,0,Suburbs,457831
3597,1,4,23,2,2,1,0,Suburbs,392217
509,1,2,39,2,1,1,0,Downtown,104570
2925,1,1,30,3,0,0,0,Suburbs,265617
2160,3,3,46,1,0,1,0,Downtown,367442
3131,4,4,30,1,1,0,0,Uptown,485849
1572,1,1,46,1,1,0,0,Uptown,196788
3725,1,2,39,1,1,0,0,Uptown,511943
1816,2,3,47,1,1,1,1,Downtown,306439
4645,3,4,42,3,2,0,0,Uptown,679567
4183,6,2,33,2,0,0,0,Rural,313389
3773,1,2,23,1,2,1,1,Suburbs,431161
645,2,3,48,2,1,0,1,Downtown,105057
3540,5,1,25,3,2,0,1,Uptown,550474
1962,6,4,15,3,2,0,0,Rural,192543
2084,1,4,46,1,0,0,1,Suburbs,206246
982,1,1,12,3,2,0,1,Suburbs,126356
3679,2,1,14,2,0,1,1,Uptown,546576
1749,3,1,26,1,1,0,1,Rural,130780
1130,1,3,3,1,2,1,1,Downtown,266262
1161,5,3,15,2,1,0,1,Uptown,217532
4003,1,4,29,1,0,0,1,Suburbs,427258
3352,5,3,43,1,1,0,0,Suburbs,384394
2966,6,2,29,2,1,0,1,Suburbs,359971
1487,6,4,35,1,0,0,1,Uptown,216369
2046,4,3,2,1,1,0,0,Midtown,301924
1149,4,1,21,2,1,0,1,Midtown,162534
1468,5,2,48,3,1,0,0,Midtown,156096
3137,3,1,21,2,2,0,0,Rural,246336
1600,1,4,49,1,1,0,1,Uptown,204228
940,1,1,49,2,0,1,0,Suburbs,53343
1269,4,3,48,1,2,0,0,Rural,58722
1843,5,3,11,1,2,0,0,Midtown,272526
4858,1,4,20,2,0,1,0,Downtown,861062
4229,1,1,3,1,1,1,0,Rural,327611
4406,3,4,30,3,2,0,0,Rural,352373
2077,2,1,43,1,2,0,0,Uptown,275957
4508,4,2,30,2,2,0,1,Rural,339206
3851,4,3,22,3,1,0,1,Uptown,601085
2849,2,4,19,3,2,1,0,Downtown,536768
4102,1,2,14,1,0,1,1,Suburbs,430934
1741,3,2,22,2,1,0,0,Suburbs,214956
1625,3,4,27,1,0,1,0,Midtown,240470
3101,4,4,15,1,0,0,0,Midtown,414951
1690,3,2,36,2,2,0,1,Downtown,298908
4631,6,1,20,2,2,1,1,Suburbs,557277
4948,2,2,14,1,2,0,0,Midtown,604593
572,1,4,16,3,0,1,0,Rural,51988
2414,6,2,49,1,1,1,0,Uptown,368413
2972,2,1,36,3,2,0,1,Midtown,330892
3546,5,3,12,1,2,0,1,Downtown,676735
1207,4,3,18,2,0,0,0,Suburbs,147620
2304,3,2,29,3,1,0,1,Downtown,414453
4213,5,1,44,2,0,0,0,Uptown,579848
3064,3,3,17,2,2,0,1,Uptown,532346
2975,6,2,13,2,0,1,1,Downtown,632948
4110,1,2,35,2,2,0,0,Midtown,510419
4755,1,1,35,2,1,0,1,Midtown,557614
3323,1,4,19,1,0,0,1,Suburbs,347342
2235,3,2,18,3,2,1,0,Suburbs,301294
2085,5,4,44,1,2,0,0,Rural,161598
566,1,4,43,1,2,0,1,Rural,50000
3561,5,3,6,1,2,1,0,Suburbs,423156
2928,3,4,43,2,0,0,0,Rural,202049
4653,6,1,3,1,2,0,0,Downtown,877273
841,5,3,33,3,0,1,1,Midtown,155641
3274,6,3,1,1,2,0,1,Rural,289074
3317,3,3,4,2,0,1,1,Rural,319518
3161,3,2,9,3,0,0,1,Downtown,577251
1732,4,2,31,3,2,0,0,Uptown,291298
4374,3,4,41,3,2,1,1,Suburbs,477661
2901,3,3,40,3,2,0,1,Downtown,516186
1994,2,3,12,1,2,1,0,Uptown,367243
4711,1,1,38,2,1,1,0,Downtown,756306
1161,4,4,4,3,2,1,0,Midtown,224131
4383,4,1,9,3,2,1,1,Downtown,851239
4119,4,4,9,2,2,0,1,Downtown,821235
2368,2,4,37,1,0,1,1,Midtown,325724
2834,6,2,26,3,2,0,1,Suburbs,359227
3874,3,2,20,1,0,0,0,Uptown,538155
1516,1,1,7,1,0,1,1,Rural,116505
4906,5,4,0,1,0,0,1,Suburbs,552432
707,6,3,27,1,0,0,0,Downtown,160647
3165,3,2,48,3,1,0,1,Rural,197684
2993,2,3,38,3,2,0,0,Midtown,381628
1132,3,1,13,1,0,1,1,Suburbs,124223
2602,3,2,20,1,2,0,1,Uptown,432175
3459,2,2,29,2,0,0,1,Suburbs,369705
3583,4,4,20,2,1,1,1,Suburbs,411100
2431,4,1,48,2,0,0,0,Rural,179561
4219,1,4,8,3,2,0,1,Midtown,560281
3062,1,2,16,2,2,0,0,Midtown,378549
2179,4,1,4,3,1,0,1,Suburbs,270336
736,6,2,30,3,2,0,1,Midtown,137284
4943,5,1,39,3,2,1,1,Rural,380140
2040,3,2,37,3,0,0,0,Rural,140865
4443,5,3,42,2,2,1,1,Uptown,685237
863,3,3,18,1,0,1,1,Midtown,143687
2868,4,4,35,1,1,0,1,Uptown,435017
785,1,3,49,1,2,0,0,Downtown,117070
648,6,2,32,2,0,0,0,Rural,51288
4537,1,2,12,1,2,0,0,Suburbs,471093
2266,5,3,13,2,0,1,1,Rural,232996
1512,1,4,32,2,1,0,1,Downtown,264585
3331,4,3,28,2,0,0,1,Suburbs,350208
3007,6,1,42,1,2,0,0,Midtown,354235
2023,5,1,48,1,0,0,0,Midtown,200457
3285,6,1,35,1,2,0,1,Rural,262937
3056,3,3,43,3,1,0,1,Suburbs,292721
4225,1,3,9,2,0,0,1,Suburbs,478770
2101,6,3,30,3,2,0,1,Uptown,373174
2908,2,1,5,2,2,0,0,Downtown,535887
840,1,4,0,1,2,1,1,Midtown,178374
3317,3,2,6,2,0,0,1,Rural,273969
2996,6,3,26,2,0,0,0,Suburbs,329994
2225,5,4,20,3,0,0,0,Midtown,313123
2189,3,2,27,2,1,0,0,Rural,180904
3767,2,2,15,1,2,1,0,Midtown,501743
4906,6,2,45,2,2,0,1,Rural,350382
761,4,4,22,2,1,0,0,Midtown,120703
1942,1,4,19,2,1,1,0,Uptown,301526
905,5,1,37,3,0,1,0,Downtown,196968
2690,4,4,24,2,0,0,1,Midtown,373629
4937,6,4,27,2,0,0,0,Downtown,873500
743,6,4,4,3,0,1,1,Midtown,234732
4607,3,2,20,3,0,0,0,Suburbs,524332
1060,6,3,17,3,0,1,0,Uptown,243582
4637,5,1,46,3,1,1,0,Uptown,678567
3225,4,3,5,1,1,1,0,Downtown,650207
1093,5,3,28,1,1,0,0,Suburbs,122970
2326,2,4,18,2,2,1,0,Rural,215922
3729,2,1,32,1,2,0,1,Uptown,543071
3787,1,3,0,2,0,1,1,Suburbs,445948
4573,1,3,44,1,1,0,0,Suburbs,469033
633,2,1,2,3,2,0,0,Downtown,164258
3638,6,4,41,3,2,0,1,Suburbs,404466
4419,5,3,20,1,1,0,1,Suburbs,506113
572,2,2,34,1,2,0,0,Rural,50000
4994,1,3,40,2,2,1,1,Downtown,891049
4725,2,2,39,2,1,0,1,Downtown,803907
3478,6,4,2,2,2,1,1,Suburbs,453735
4861,2,3,24,3,1,0,0,Rural,334818
2485,5,1,44,3,2,0,0,Midtown,285416
1292,4,1,37,3,1,0,0,Uptown,184221
4759,6,3,44,3,2,0,1,Downtown,860182
594,1,4,19,2,2,1,1,Rural,93802
1633,5,4,43,3,1,0,0,Rural,127216
737,2,1,44,3,2,0,1,Suburbs,57590
3446,2,3,33,3,1,0,1,Uptown,513912
3030,4,4,20,3,1,1,1,Downtown,618545
2460,1,1,47,1,2,0,1,Midtown,287274
1548,1,2,22,2,0,0,1,Suburbs,182587
3029,3,3,5,2,2,0,0,Downtown,575743
3464,1,2,12,3,0,0,1,Downtown,626563
1463,4,2,48,1,0,0,1,Rural,84728
1036,3,4,22,2,2,1,0,Uptown,207599
4723,3,4,8,2,0,0,0,Midtown,628340
4179,2,4,16,3,1,0,1,Uptown,656386
4687,2,3,1,3,1,0,0,Rural,379761
4224,1,2,18,2,0,0,1,Midtown,527901
1042,3,3,18,2,1,0,0,Midtown,155847
1345,2,4,6,1,2,1,0,Suburbs,201684
4103,4,2,41,2,1,1,0,Midtown,514917
3536,2,3,41,2,0,1,0,Downtown,580291
2994,6,3,19,3,2,1,1,Uptown,554245
4985,6,1,8,2,1,0,1,Uptown,790050
3219,2,3,16,3,2,0,0,Suburbs,345451
2384,3,4,26,2,0,0,0,Midtown,317899
4638,3,3,46,2,1,0,0,Rural,319066
4849,5,2,1,2,2,0,0,Downtown,935592
3701,6,3,35,1,2,0,1,Suburbs,430102
3210,4,1,18,3,1,0,0,Midtown,411048
2453,3,2,16,1,2,1,0,Rural,223241
4350,1,2,4,2,2,1,0,Midtown,574160
1189,6,1,38,1,0,1,0,Suburbs,138952
2450,4,4,17,3,0,0,0,Rural,211106
956,4,2,6,2,0,0,0,Rural,126422
2630,3,4,16,1,0,0,1,Rural,226873
4476,4,2,38,1,0,0,1,Rural,322605
4744,3,2,35,3,0,0,1,Midtown,579329
1679,2,4,39,1,1,0,0,Rural,93241
4785,6,2,44,3,0,0,0,Midtown,598272
4065,5,4,3,2,2,0,1,Rural,362240
1382,2,1,37,2,1,0,1,Rural,99856
899,6,4,24,1,2,0,1,Suburbs,157714
1108,3,1,4,2,0,0,0,Midtown,136582
2138,6,2,29,2,0,0,0,Midtown,266833
2648,3,4,11,1,2,0,1,Uptown,480934
1882,2,2,3,2,2,0,1,Suburbs,236973
1903,1,4,23,1,2,0,1,Midtown,266221
1319,1,1,28,3,1,1,1,Suburbs,143738
3792,6,1,8,3,0,1,1,Suburbs,454101
1319,1,4,3,3,2,0,1,Suburbs,218883
919,3,1,23,1,0,0,1,Downtown,166730
4719,4,2,13,1,2,0,1,Midtown,627633
3802,3,2,4,2,0,0,1,Suburbs,432260
2008,4,3,17,2,1,0,0,Downtown,399140
1267,2,1,41,2,0,0,0,Downtown,174739
2544,5,2,18,2,2,0,1,Rural,188903
2639,4,4,11,2,0,0,0,Rural,226863
3529,1,1,17,1,1,1,1,Midtown,445915
2049,3,2,16,1,1,0,0,Rural,188621
2264,2,1,29,3,0,1,0,Midtown,273590
3145,1,4,23,3,2,0,1,Downtown,572385
4216,2,2,10,3,1,0,0,Downtown,793979
4981,5,3,34,3,1,1,0,Midtown,657571
2793,3,3,22,1,0,1,0,Rural,206744
3208,6,1,16,1,1,0,1,Rural,264822
1400,3,4,0,1,1,0,0,Midtown,209694
3584,5,2,14,2,2,0,1,Uptown,597959
2509,3,4,31,2,2,0,0,Rural,183882
741,6,2,8,3,2,1,1,Suburbs,194504
2885,4,1,14,2,0,1,0,Rural,242233
4768,2,2,27,1,1,0,0,Uptown,693905
1171,6,4,23,3,0,0,0,Downtown,284474
663,1,4,34,3,1,0,0,Downtown,131508
964,5,1,21,2,1,0,1,Downtown,209715
3542,4,4,26,3,1,1,0,Rural,291848
2942,1,2,18,2,2,1,0,Downtown,539373
2855,1,1,44,2,0,0,1,Uptown,404131
4778,5,2,11,3,0,0,0,Uptown,714353
3057,4,4,19,2,1,0,0,Rural,238177
1045,1,1,0,2,0,0,1,Suburbs,134290
4335,1,2,20,2,2,1,1,Rural,340574
1093,4,4,48,2,0,0,0,Downtown,176971
4304,3,4,44,3,1,0,0,Rural,311595
1959,1,3,0,1,2,0,1,Uptown,345659
3993,2,4,9,1,2,1,0,Rural,330415
3101,4,2,46,2,1,0,1,Rural,231394
2944,1,1,31,2,0,1,0,Suburbs,325023
3172,5,3,38,2,1,1,1,Uptown,541095
4700,6,4,21,1,0,1,0,Midtown,634014
516,2,4,17,2,0,0,1,Midtown,88989
3691,6,4,47,3,2,0,0,Uptown,561723
892,6,2,45,3,1,0,1,Midtown,111828
924,1,3,31,3,2,0,0,Downtown,181430
1071,2,2,26,1,1,0,0,Midtown,128848
4131,2,3,27,2,1,0,1,Downtown,729266
1620,3,1,17,2,2,0,1,Uptown,284486
741,6,2,38,2,1,1,1,Midtown,128455
4397,2,2,48,1,1,0,0,Midtown,483323
4595,3,1,28,1,0,0,1,Downtown,769366
2779,4,3,17,1,1,1,0,Downtown,553257
1288,3,4,43,1,1,1,1,Rural,106824
1214,5,1,7,3,2,1,1,Suburbs,177673
3349,1,4,30,1,2,1,0,Midtown,412517
1275,4,4,33,1,1,1,1,Suburbs,167264
4526,4,1,6,1,0,0,1,Suburbs,498595
2747,5,3,35,2,0,0,0,Midtown,352872
578,3,4,17,2,2,0,1,Downtown,176792
4426,1,1,37,2,1,0,0,Rural,298531
1355,3,2,8,3,1,0,1,Uptown,256363
2648,2,2,8,3,0,0,0,Midtown,351781
1531,3,2,45,1,0,0,0,Midtown,163490
3771,4,1,7,2,0,0,0,Uptown,583076
4076,1,2,34,3,2,0,1,Suburbs,406386
4682,3,4,17,2,1,1,1,Rural,377324
3956,1,2,4,3,2,0,1,Suburbs,438814
4006,1,2,13,3,1,1,0,Uptown,632177
907,2,4,27,1,2,0,0,Uptown,175019
3211,2,2,29,1,1,1,1,Rural,226818
3588,4,4,3,3,0,1,1,Uptown,649732
2168,5,2,38,1,0,0,0,Uptown,319227
647,1,4,19,3,0,0,0,Rural,74226
4827,5,2,24,3,2,0,1,Midtown,627703
4397,4,4,27,2,0,1,0,Suburbs,465478
2450,1,1,11,1,1,1,1,Midtown,336195
865,1,4,1,1,2,1,1,Midtown,204295
2174,6,2,42,1,1,0,1,Suburbs,221990
4994,5,2,13,2,2,0,1,Midtown,652125
3046,3,3,21,2,1,1,0,Rural,256619
1062,2,4,30,2,1,0,1,Suburbs,119340
4062,3,1,22,1,2,0,1,Downtown,743807
2989,5,4,47,1,2,0,0,Midtown,380961
